"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|DK2","30.01.2025 09:00 - 30.01.2025 10:00 (CET/CEST)","324","n/e","n/e","n/e","132","209","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","51","831","305"
"BZN|DK2","30.01.2025 10:00 - 30.01.2025 11:00 (CET/CEST)","328","n/e","n/e","n/e","91","203","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","63","49","844","324"
"BZN|DK2","30.01.2025 11:00 - 30.01.2025 12:00 (CET/CEST)","326","n/e","n/e","n/e","88","202","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","108","48","861","307"
"BZN|DK2","30.01.2025 12:00 - 30.01.2025 13:00 (CET/CEST)","322","n/e","n/e","n/e","91","207","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","152","51","792","304"
"BZN|DK2","30.01.2025 13:00 - 30.01.2025 14:00 (CET/CEST)","321","n/e","n/e","n/e","104","221","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","116","64","724","288"
"BZN|DK2","30.01.2025 14:00 - 30.01.2025 15:00 (CET/CEST)","320","n/e","n/e","n/e","94","211","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","97","51","684","265"
"BZN|DK2","30.01.2025 15:00 - 30.01.2025 16:00 (CET/CEST)","321","n/e","n/e","n/e","97","214","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","52","56","574","190"
"BZN|DK2","30.01.2025 16:00 - 30.01.2025 17:00 (CET/CEST)","320","n/e","n/e","n/e","129","218","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","65","480","189"
"BZN|DK2","30.01.2025 17:00 - 30.01.2025 18:00 (CET/CEST)","319","n/e","n/e","n/e","132","215","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","51","562","209"
"BZN|DK2","30.01.2025 18:00 - 30.01.2025 19:00 (CET/CEST)","323","n/e","n/e","n/e","130","212","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","50","475","182"
"BZN|DK2","30.01.2025 19:00 - 30.01.2025 20:00 (CET/CEST)","324","n/e","n/e","n/e","140","213","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","60","356","167"
"BZN|DK2","30.01.2025 20:00 - 30.01.2025 21:00 (CET/CEST)","324","n/e","n/e","n/e","128","208","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","49","410","151"
"BZN|DK2","30.01.2025 21:00 - 30.01.2025 22:00 (CET/CEST)","323","n/e","n/e","n/e","103","222","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","53","464","128"
"BZN|DK2","30.01.2025 22:00 - 30.01.2025 23:00 (CET/CEST)","324","n/e","n/e","n/e","112","237","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","52","469","117"
"BZN|DK2","30.01.2025 23:00 - 31.01.2025 00:00 (CET/CEST)","322","n/e","n/e","n/e","98","232","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","55","417","111"
"BZN|DK2","31.01.2025 00:00 - 31.01.2025 01:00 (CET/CEST)","322","n/e","n/e","n/e","92","221","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","52","414","106"
"BZN|DK2","31.01.2025 01:00 - 31.01.2025 02:00 (CET/CEST)","318","n/e","n/e","n/e","88","215","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","49","452","111"
"BZN|DK2","31.01.2025 02:00 - 31.01.2025 03:00 (CET/CEST)","322","n/e","n/e","n/e","98","218","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","47","366","111"
"BZN|DK2","31.01.2025 03:00 - 31.01.2025 04:00 (CET/CEST)","326","n/e","n/e","n/e","101","219","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","48","363","117"
"BZN|DK2","31.01.2025 04:00 - 31.01.2025 05:00 (CET/CEST)","316","n/e","n/e","n/e","106","226","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","50","388","148"
"BZN|DK2","31.01.2025 05:00 - 31.01.2025 06:00 (CET/CEST)","317","n/e","n/e","n/e","92","221","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","47","362","165"
"BZN|DK2","31.01.2025 06:00 - 31.01.2025 07:00 (CET/CEST)","319","n/e","n/e","n/e","99","232","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","53","362","169"
"BZN|DK2","31.01.2025 07:00 - 31.01.2025 08:00 (CET/CEST)","321","n/e","n/e","n/e","132","228","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","47","387","168"
"BZN|DK2","31.01.2025 08:00 - 31.01.2025 09:00 (CET/CEST)","321","n/e","n/e","n/e","137","223","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","46","378","114"
"BZN|DK2","31.01.2025 09:00 - 31.01.2025 10:00 (CET/CEST)","324","n/e","n/e","n/e","133","217","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","36","44","321","77"
"BZN|DK2","31.01.2025 10:00 - 31.01.2025 11:00 (CET/CEST)","323","n/e","n/e","n/e","134","219","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","61","46","290","101"
"BZN|DK2","31.01.2025 11:00 - 31.01.2025 12:00 (CET/CEST)","323","n/e","n/e","n/e","134","219","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","45","344","116"
"BZN|DK2","31.01.2025 12:00 - 31.01.2025 13:00 (CET/CEST)","321","n/e","n/e","n/e","132","216","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","44","325","111"
"BZN|DK2","31.01.2025 13:00 - 31.01.2025 14:00 (CET/CEST)","321","n/e","n/e","n/e","131","213","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","73","47","344","99"
"BZN|DK2","31.01.2025 14:00 - 31.01.2025 15:00 (CET/CEST)","322","n/e","n/e","n/e","135","220","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","65","44","400","75"
"BZN|DK2","31.01.2025 15:00 - 31.01.2025 16:00 (CET/CEST)","323","n/e","n/e","n/e","139","225","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","32","47","382","85"
"BZN|DK2","31.01.2025 16:00 - 31.01.2025 17:00 (CET/CEST)","320","n/e","n/e","n/e","138","225","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","46","375","71"
"BZN|DK2","31.01.2025 17:00 - 31.01.2025 18:00 (CET/CEST)","320","n/e","n/e","n/e","145","234","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","251","110"
"BZN|DK2","31.01.2025 18:00 - 31.01.2025 19:00 (CET/CEST)","323","n/e","n/e","n/e","164","240","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","339","145"
"BZN|DK2","31.01.2025 19:00 - 31.01.2025 20:00 (CET/CEST)","325","n/e","n/e","n/e","152","236","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","445","141"
"BZN|DK2","31.01.2025 20:00 - 31.01.2025 21:00 (CET/CEST)","321","n/e","n/e","n/e","143","234","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","393","144"
"BZN|DK2","31.01.2025 21:00 - 31.01.2025 22:00 (CET/CEST)","318","n/e","n/e","n/e","102","231","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","465","133"
"BZN|DK2","31.01.2025 22:00 - 31.01.2025 23:00 (CET/CEST)","320","n/e","n/e","n/e","98","231","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","379","112"
"BZN|DK2","31.01.2025 23:00 - 01.02.2025 00:00 (CET/CEST)","321","n/e","n/e","n/e","98","231","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","393","100"
"BZN|DK2","01.02.2025 00:00 - 01.02.2025 01:00 (CET/CEST)","313","n/e","n/e","n/e","96","227","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","306","92"
"BZN|DK2","01.02.2025 01:00 - 01.02.2025 02:00 (CET/CEST)","316","n/e","n/e","n/e","98","230","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","273","81"
"BZN|DK2","01.02.2025 02:00 - 01.02.2025 03:00 (CET/CEST)","322","n/e","n/e","n/e","98","231","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","216","78"
"BZN|DK2","01.02.2025 03:00 - 01.02.2025 04:00 (CET/CEST)","316","n/e","n/e","n/e","98","230","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","190","84"
"BZN|DK2","01.02.2025 04:00 - 01.02.2025 05:00 (CET/CEST)","309","n/e","n/e","n/e","111","237","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","141","73"
"BZN|DK2","01.02.2025 05:00 - 01.02.2025 06:00 (CET/CEST)","313","n/e","n/e","n/e","112","236","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","125","83"
"BZN|DK2","01.02.2025 06:00 - 01.02.2025 07:00 (CET/CEST)","312","n/e","n/e","n/e","100","230","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","109","63"
"BZN|DK2","01.02.2025 07:00 - 01.02.2025 08:00 (CET/CEST)","312","n/e","n/e","n/e","133","234","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","126","51"
"BZN|DK2","01.02.2025 08:00 - 01.02.2025 09:00 (CET/CEST)","312","n/e","n/e","n/e","142","233","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","44","127","47"
"BZN|DK2","01.02.2025 09:00 - 01.02.2025 10:00 (CET/CEST)","311","n/e","n/e","n/e","143","233","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","54","47","137","39"
"BZN|DK2","01.02.2025 10:00 - 01.02.2025 11:00 (CET/CEST)","312","n/e","n/e","n/e","142","231","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","109","45","81","23"
"BZN|DK2","01.02.2025 11:00 - 01.02.2025 12:00 (CET/CEST)","313","n/e","n/e","n/e","129","220","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","158","43","32","18"
"BZN|DK2","01.02.2025 12:00 - 01.02.2025 13:00 (CET/CEST)","313","n/e","n/e","n/e","126","219","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","161","43","20","22"
"BZN|DK2","01.02.2025 13:00 - 01.02.2025 14:00 (CET/CEST)","316","n/e","n/e","n/e","125","218","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","119","43","36","22"
"BZN|DK2","01.02.2025 14:00 - 01.02.2025 15:00 (CET/CEST)","314","n/e","n/e","n/e","127","220","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","74","43","62","30"
"BZN|DK2","01.02.2025 15:00 - 01.02.2025 16:00 (CET/CEST)","312","n/e","n/e","n/e","134","227","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","38","44","88","39"
"BZN|DK2","01.02.2025 16:00 - 01.02.2025 17:00 (CET/CEST)","312","n/e","n/e","n/e","139","229","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","44","64","39"
"BZN|DK2","01.02.2025 17:00 - 01.02.2025 18:00 (CET/CEST)","315","n/e","n/e","n/e","141","231","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","65","24"
"BZN|DK2","01.02.2025 18:00 - 01.02.2025 19:00 (CET/CEST)","312","n/e","n/e","n/e","141","231","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","40","16"
"BZN|DK2","01.02.2025 19:00 - 01.02.2025 20:00 (CET/CEST)","311","n/e","n/e","n/e","142","234","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","40","18"
"BZN|DK2","01.02.2025 20:00 - 01.02.2025 21:00 (CET/CEST)","313","n/e","n/e","n/e","141","231","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","40","22"
"BZN|DK2","01.02.2025 21:00 - 01.02.2025 22:00 (CET/CEST)","310","n/e","n/e","n/e","107","228","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","45","12"
"BZN|DK2","01.02.2025 22:00 - 01.02.2025 23:00 (CET/CEST)","311","n/e","n/e","n/e","123","234","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","44","14"
"BZN|DK2","01.02.2025 23:00 - 02.02.2025 00:00 (CET/CEST)","309","n/e","n/e","n/e","119","234","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","35","15"
"BZN|DK2","02.02.2025 00:00 - 02.02.2025 01:00 (CET/CEST)","319","n/e","n/e","n/e","105","229","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","46","13"
"BZN|DK2","02.02.2025 01:00 - 02.02.2025 02:00 (CET/CEST)","321","n/e","n/e","n/e","102","224","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","50","12"
"BZN|DK2","02.02.2025 02:00 - 02.02.2025 03:00 (CET/CEST)","316","n/e","n/e","n/e","89","204","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","53","11"
"BZN|DK2","02.02.2025 03:00 - 02.02.2025 04:00 (CET/CEST)","316","n/e","n/e","n/e","88","201","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","33","8"
"BZN|DK2","02.02.2025 04:00 - 02.02.2025 05:00 (CET/CEST)","313","n/e","n/e","n/e","87","200","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","23","7"
"BZN|DK2","02.02.2025 05:00 - 02.02.2025 06:00 (CET/CEST)","317","n/e","n/e","n/e","97","202","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","10","8"
"BZN|DK2","02.02.2025 06:00 - 02.02.2025 07:00 (CET/CEST)","319","n/e","n/e","n/e","89","200","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","5","8"
"BZN|DK2","02.02.2025 07:00 - 02.02.2025 08:00 (CET/CEST)","315","n/e","n/e","n/e","124","212","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","6","10"
"BZN|DK2","02.02.2025 08:00 - 02.02.2025 09:00 (CET/CEST)","319","n/e","n/e","n/e","136","223","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","49","6","9"
"BZN|DK2","02.02.2025 09:00 - 02.02.2025 10:00 (CET/CEST)","316","n/e","n/e","n/e","132","217","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","53","4","9"
"BZN|DK2","02.02.2025 10:00 - 02.02.2025 11:00 (CET/CEST)","316","n/e","n/e","n/e","128","221","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","50","64","4","12"
"BZN|DK2","02.02.2025 11:00 - 02.02.2025 12:00 (CET/CEST)","316","n/e","n/e","n/e","125","219","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","72","62","8","15"
"BZN|DK2","02.02.2025 12:00 - 02.02.2025 13:00 (CET/CEST)","314","n/e","n/e","n/e","119","209","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","60","24","14"
"BZN|DK2","02.02.2025 13:00 - 02.02.2025 14:00 (CET/CEST)","315","n/e","n/e","n/e","117","207","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","108","60","38","13"
"BZN|DK2","02.02.2025 14:00 - 02.02.2025 15:00 (CET/CEST)","316","n/e","n/e","n/e","115","203","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","50","41","14"
"BZN|DK2","02.02.2025 15:00 - 02.02.2025 16:00 (CET/CEST)","313","n/e","n/e","n/e","121","200","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","42","55","15"
"BZN|DK2","02.02.2025 16:00 - 02.02.2025 17:00 (CET/CEST)","311","n/e","n/e","n/e","134","219","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","52","67","15"
"BZN|DK2","02.02.2025 17:00 - 02.02.2025 18:00 (CET/CEST)","313","n/e","n/e","n/e","136","221","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","131","21"
"BZN|DK2","02.02.2025 18:00 - 02.02.2025 19:00 (CET/CEST)","316","n/e","n/e","n/e","148","229","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","89","16"
"BZN|DK2","02.02.2025 19:00 - 02.02.2025 20:00 (CET/CEST)","312","n/e","n/e","n/e","131","213","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","97","11"
"BZN|DK2","02.02.2025 20:00 - 02.02.2025 21:00 (CET/CEST)","311","n/e","n/e","n/e","131","214","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","45","100","10"
"BZN|DK2","02.02.2025 21:00 - 02.02.2025 22:00 (CET/CEST)","309","n/e","n/e","n/e","130","213","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","74","12"
"BZN|DK2","02.02.2025 22:00 - 02.02.2025 23:00 (CET/CEST)","312","n/e","n/e","n/e","141","225","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","37","10"
"BZN|DK2","02.02.2025 23:00 - 03.02.2025 00:00 (CET/CEST)","321","n/e","n/e","n/e","143","228","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","49","14"
"BZN|DK2","03.02.2025 00:00 - 03.02.2025 01:00 (CET/CEST)","313","n/e","n/e","n/e","103","224","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","59","14"
"BZN|DK2","03.02.2025 01:00 - 03.02.2025 02:00 (CET/CEST)","333","n/e","n/e","n/e","111","227","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","63","11"
"BZN|DK2","03.02.2025 02:00 - 03.02.2025 03:00 (CET/CEST)","317","n/e","n/e","n/e","99","220","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","49","11"
"BZN|DK2","03.02.2025 03:00 - 03.02.2025 04:00 (CET/CEST)","313","n/e","n/e","n/e","102","224","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","39","9"
"BZN|DK2","03.02.2025 04:00 - 03.02.2025 05:00 (CET/CEST)","311","n/e","n/e","n/e","100","222","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","42","10"
"BZN|DK2","03.02.2025 05:00 - 03.02.2025 06:00 (CET/CEST)","328","n/e","n/e","n/e","112","229","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","29","10"
"BZN|DK2","03.02.2025 06:00 - 03.02.2025 07:00 (CET/CEST)","319","n/e","n/e","n/e","104","226","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","8","10"
"BZN|DK2","03.02.2025 07:00 - 03.02.2025 08:00 (CET/CEST)","321","n/e","n/e","n/e","128","218","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","11","13"
"BZN|DK2","03.02.2025 08:00 - 03.02.2025 09:00 (CET/CEST)","232","n/e","n/e","n/e","133","211","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","42","27","21"
"BZN|DK2","03.02.2025 09:00 - 03.02.2025 10:00 (CET/CEST)","225","n/e","n/e","n/e","137","207","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","111","41","73","50"
"BZN|DK2","03.02.2025 10:00 - 03.02.2025 11:00 (CET/CEST)","217","n/e","n/e","n/e","150","210","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","224","45","120","47"
"BZN|DK2","03.02.2025 11:00 - 03.02.2025 12:00 (CET/CEST)","215","n/e","n/e","n/e","153","214","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","314","42","96","28"
"BZN|DK2","03.02.2025 12:00 - 03.02.2025 13:00 (CET/CEST)","212","n/e","n/e","n/e","152","203","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","349","41","93","28"
"BZN|DK2","03.02.2025 13:00 - 03.02.2025 14:00 (CET/CEST)","219","n/e","n/e","n/e","157","218","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","306","42","85","23"
"BZN|DK2","03.02.2025 14:00 - 03.02.2025 15:00 (CET/CEST)","226","n/e","n/e","n/e","170","230","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","212","43","106","21"
"BZN|DK2","03.02.2025 15:00 - 03.02.2025 16:00 (CET/CEST)","212","n/e","n/e","n/e","150","217","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","117","42","128","18"
"BZN|DK2","03.02.2025 16:00 - 03.02.2025 17:00 (CET/CEST)","225","n/e","n/e","n/e","148","208","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","21","53","142","16"
"BZN|DK2","03.02.2025 17:00 - 03.02.2025 18:00 (CET/CEST)","226","n/e","n/e","n/e","151","211","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","206","17"
"BZN|DK2","03.02.2025 18:00 - 03.02.2025 19:00 (CET/CEST)","226","n/e","n/e","n/e","152","212","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","44","183","24"
"BZN|DK2","03.02.2025 19:00 - 03.02.2025 20:00 (CET/CEST)","225","n/e","n/e","n/e","151","211","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","41","202","36"
"BZN|DK2","03.02.2025 20:00 - 03.02.2025 21:00 (CET/CEST)","224","n/e","n/e","n/e","150","209","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","259","51"
"BZN|DK2","03.02.2025 21:00 - 03.02.2025 22:00 (CET/CEST)","223","n/e","n/e","n/e","149","208","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","270","56"
"BZN|DK2","03.02.2025 22:00 - 03.02.2025 23:00 (CET/CEST)","256","n/e","n/e","n/e","155","218","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","242","70"
"BZN|DK2","03.02.2025 23:00 - 04.02.2025 00:00 (CET/CEST)","315","n/e","n/e","n/e","126","224","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","211","64"
"BZN|DK2","04.02.2025 00:00 - 04.02.2025 01:00 (CET/CEST)","320","n/e","n/e","n/e","138","225","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","161","45"
"BZN|DK2","04.02.2025 01:00 - 04.02.2025 02:00 (CET/CEST)","316","n/e","n/e","n/e","135","223","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","129","43"
"BZN|DK2","04.02.2025 02:00 - 04.02.2025 03:00 (CET/CEST)","321","n/e","n/e","n/e","122","220","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","90","38"
"BZN|DK2","04.02.2025 03:00 - 04.02.2025 04:00 (CET/CEST)","325","n/e","n/e","n/e","121","220","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","93","40"
"BZN|DK2","04.02.2025 04:00 - 04.02.2025 05:00 (CET/CEST)","321","n/e","n/e","n/e","121","219","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","58","28"
"BZN|DK2","04.02.2025 05:00 - 04.02.2025 06:00 (CET/CEST)","322","n/e","n/e","n/e","123","220","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","38","29"
