"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"13.04.2023 23:00 - 14.04.2023 00:00","81.50","","","","81.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 00:00 - 14.04.2023 01:00","75.00","","","","75.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 01:00 - 14.04.2023 02:00","77.00","","","","77.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 02:00 - 14.04.2023 03:00","201.32","","","","201.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 03:00 - 14.04.2023 04:00","112.80","","","","112.80","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 04:00 - 14.04.2023 05:00","85.00","","","","85.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 05:00 - 14.04.2023 06:00","77.00","","","","77.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 06:00 - 14.04.2023 07:00","90.00","","","","90.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 07:00 - 14.04.2023 08:00","95.00","","","","95.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 08:00 - 14.04.2023 09:00","96.50","","","","96.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 09:00 - 14.04.2023 10:00","150.88","","","","150.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 10:00 - 14.04.2023 11:00","129.86","","","","129.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 11:00 - 14.04.2023 12:00","118.66","","","","118.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 12:00 - 14.04.2023 13:00","107.54","","","","107.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 13:00 - 14.04.2023 14:00","107.00","","","","107.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 14:00 - 14.04.2023 15:00","107.00","","","","107.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 15:00 - 14.04.2023 16:00","109.30","","","","109.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 16:00 - 14.04.2023 17:00","107.00","","","","107.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 17:00 - 14.04.2023 18:00","116.54","","","","116.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 18:00 - 14.04.2023 19:00","138.16","","","","138.16","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 19:00 - 14.04.2023 20:00","95.00","","","","95.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 20:00 - 14.04.2023 21:00","88.00","","","","88.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 21:00 - 14.04.2023 22:00","95.00","","","","95.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 22:00 - 14.04.2023 23:00","95.00","","","","95.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.04.2023 23:00 - 15.04.2023 00:00","82.61","","","","82.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 00:00 - 15.04.2023 01:00","94.00","","","","94.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 01:00 - 15.04.2023 02:00","112.00","","","","112.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 02:00 - 15.04.2023 03:00","89.99","","","","89.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 03:00 - 15.04.2023 04:00","165.13","","","","165.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 04:00 - 15.04.2023 05:00","496.58","","","","496.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 05:00 - 15.04.2023 06:00","38.01","","","","38.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 06:00 - 15.04.2023 07:00","53.77","","","","53.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 07:00 - 15.04.2023 08:00","163.50","","","","163.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 08:00 - 15.04.2023 09:00","50.05","","","","50.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 09:00 - 15.04.2023 10:00","105.00","","","","105.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 10:00 - 15.04.2023 11:00","67.53","","","","67.53","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 11:00 - 15.04.2023 12:00","29.83","","","","29.83","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 12:00 - 15.04.2023 13:00","40.55","","","","40.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 13:00 - 15.04.2023 14:00","40.01","","","","40.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 14:00 - 15.04.2023 15:00","46.50","","","","46.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 15:00 - 15.04.2023 16:00","65.48","","","","65.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 16:00 - 15.04.2023 17:00","65.49","","","","65.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 17:00 - 15.04.2023 18:00","67.87","","","","67.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 18:00 - 15.04.2023 19:00","51.78","","","","51.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 19:00 - 15.04.2023 20:00","107.00","","","","107.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 20:00 - 15.04.2023 21:00","77.53","","","","77.53","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 21:00 - 15.04.2023 22:00","60.82","","","","60.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 22:00 - 15.04.2023 23:00","65.19","","","","65.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.04.2023 23:00 - 16.04.2023 00:00","43.66","","","","43.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 00:00 - 16.04.2023 01:00","55.21","","","","55.21","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 01:00 - 16.04.2023 02:00","61.39","","","","61.39","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 02:00 - 16.04.2023 03:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 03:00 - 16.04.2023 04:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 04:00 - 16.04.2023 05:00","78.85","","","","78.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 05:00 - 16.04.2023 06:00","85.00","","","","85.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 06:00 - 16.04.2023 07:00","85.00","","","","85.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 07:00 - 16.04.2023 08:00","95.32","","","","95.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 08:00 - 16.04.2023 09:00","110.43","","","","110.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 09:00 - 16.04.2023 10:00","114.68","","","","114.68","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 10:00 - 16.04.2023 11:00","268.42","","","","268.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 11:00 - 16.04.2023 12:00","133.54","","","","133.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 12:00 - 16.04.2023 13:00","114.00","","","","114.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 13:00 - 16.04.2023 14:00","106.00","","","","106.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 14:00 - 16.04.2023 15:00","106.00","","","","106.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 15:00 - 16.04.2023 16:00","108.00","","","","108.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 16:00 - 16.04.2023 17:00","268.42","","","","268.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 17:00 - 16.04.2023 18:00","196.75","","","","196.75","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 18:00 - 16.04.2023 19:00","115.21","","","","115.21","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 19:00 - 16.04.2023 20:00","132.88","","","","132.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 20:00 - 16.04.2023 21:00","100.00","","","","100.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 21:00 - 16.04.2023 22:00","100.00","","","","100.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 22:00 - 16.04.2023 23:00","100.00","","","","100.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.04.2023 23:00 - 17.04.2023 00:00","99.00","","","","99.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 00:00 - 17.04.2023 01:00","98.00","","","","98.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 01:00 - 17.04.2023 02:00","98.00","","","","98.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 02:00 - 17.04.2023 03:00","95.50","","","","95.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 03:00 - 17.04.2023 04:00","90.00","","","","90.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 04:00 - 17.04.2023 05:00","94.00","","","","94.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 05:00 - 17.04.2023 06:00","94.00","","","","94.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 06:00 - 17.04.2023 07:00","200.32","","","","200.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 07:00 - 17.04.2023 08:00","107.50","","","","107.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 08:00 - 17.04.2023 09:00","200.51","","","","200.51","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 09:00 - 17.04.2023 10:00","163.14","","","","163.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 10:00 - 17.04.2023 11:00","135.61","","","","135.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 11:00 - 17.04.2023 12:00","214.74","","","","214.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 12:00 - 17.04.2023 13:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 13:00 - 17.04.2023 14:00","100.92","","","","100.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 14:00 - 17.04.2023 15:00","96.99","","","","96.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 15:00 - 17.04.2023 16:00","86.00","","","","86.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 16:00 - 17.04.2023 17:00","86.00","","","","86.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 17:00 - 17.04.2023 18:00","100.99","","","","100.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 18:00 - 17.04.2023 19:00","122.33","","","","122.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 19:00 - 17.04.2023 20:00","143.61","","","","143.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 20:00 - 17.04.2023 21:00","195.53","","","","195.53","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 21:00 - 17.04.2023 22:00","134.25","","","","134.25","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 22:00 - 17.04.2023 23:00","122.82","","","","122.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.04.2023 23:00 - 18.04.2023 00:00","109.16","","","","109.16","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 00:00 - 18.04.2023 01:00","143.32","","","","143.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 01:00 - 18.04.2023 02:00","102.07","","","","102.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 02:00 - 18.04.2023 03:00","268.25","","","","268.25","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 03:00 - 18.04.2023 04:00","81.98","","","","81.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 04:00 - 18.04.2023 05:00","81.90","","","","81.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 05:00 - 18.04.2023 06:00","85.04","","","","85.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 06:00 - 18.04.2023 07:00","214.71","","","","214.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 07:00 - 18.04.2023 08:00","60.00","","","","60.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 08:00 - 18.04.2023 09:00","155.00","","","","155.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 09:00 - 18.04.2023 10:00","155.00","","","","155.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 10:00 - 18.04.2023 11:00","85.00","","","","85.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 11:00 - 18.04.2023 12:00","78.00","","","","78.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 12:00 - 18.04.2023 13:00","68.00","","","","68.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 13:00 - 18.04.2023 14:00","68.00","","","","68.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 14:00 - 18.04.2023 15:00","46.26","","","","46.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 15:00 - 18.04.2023 16:00","45.00","","","","45.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 16:00 - 18.04.2023 17:00","50.00","","","","50.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 17:00 - 18.04.2023 18:00","68.00","","","","68.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 18:00 - 18.04.2023 19:00","80.50","","","","80.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 19:00 - 18.04.2023 20:00","84.25","","","","84.25","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 20:00 - 18.04.2023 21:00","104.47","","","","104.47","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 21:00 - 18.04.2023 22:00","84.65","","","","84.65","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 22:00 - 18.04.2023 23:00","69.67","","","","69.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.04.2023 23:00 - 19.04.2023 00:00","56.62","","","","56.62","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 00:00 - 19.04.2023 01:00","65.67","","","","65.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 01:00 - 19.04.2023 02:00","60.05","","","","60.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 02:00 - 19.04.2023 03:00","61.00","","","","61.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 03:00 - 19.04.2023 04:00","57.58","","","","57.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 04:00 - 19.04.2023 05:00","58.58","","","","58.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 05:00 - 19.04.2023 06:00","61.04","","","","61.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 06:00 - 19.04.2023 07:00","81.91","","","","81.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 07:00 - 19.04.2023 08:00","100.31","","","","100.31","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 08:00 - 19.04.2023 09:00","81.90","","","","81.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 09:00 - 19.04.2023 10:00","74.89","","","","74.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 10:00 - 19.04.2023 11:00","65.69","","","","65.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 11:00 - 19.04.2023 12:00","38.00","","","","38.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 12:00 - 19.04.2023 13:00","22.50","","","","22.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 13:00 - 19.04.2023 14:00","5.29","","","","5.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 14:00 - 19.04.2023 15:00","0.09","","","","0.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 15:00 - 19.04.2023 16:00","2.71","","","","2.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 16:00 - 19.04.2023 17:00","37.99","","","","37.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 17:00 - 19.04.2023 18:00","56.23","","","","56.23","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 18:00 - 19.04.2023 19:00","61.00","","","","61.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 19:00 - 19.04.2023 20:00","61.00","","","","61.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 20:00 - 19.04.2023 21:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 21:00 - 19.04.2023 22:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 22:00 - 19.04.2023 23:00","41.69","","","","41.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.04.2023 23:00 - 20.04.2023 00:00","35.78","","","","35.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 00:00 - 20.04.2023 01:00","39.48","","","","39.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 01:00 - 20.04.2023 02:00","45.00","","","","45.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 02:00 - 20.04.2023 03:00","45.00","","","","45.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 03:00 - 20.04.2023 04:00","36.50","","","","36.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 04:00 - 20.04.2023 05:00","39.91","","","","39.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 05:00 - 20.04.2023 06:00","41.89","","","","41.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 06:00 - 20.04.2023 07:00","56.20","","","","56.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 07:00 - 20.04.2023 08:00","68.04","","","","68.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 08:00 - 20.04.2023 09:00","70.08","","","","70.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 09:00 - 20.04.2023 10:00","69.92","","","","69.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 10:00 - 20.04.2023 11:00","69.28","","","","69.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 11:00 - 20.04.2023 12:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 12:00 - 20.04.2023 13:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 13:00 - 20.04.2023 14:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 14:00 - 20.04.2023 15:00","37.36","","","","37.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 15:00 - 20.04.2023 16:00","37.18","","","","37.18","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 16:00 - 20.04.2023 17:00","30.00","","","","30.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 17:00 - 20.04.2023 18:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 18:00 - 20.04.2023 19:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 19:00 - 20.04.2023 20:00","59.90","","","","59.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 20:00 - 20.04.2023 21:00","56.23","","","","56.23","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 21:00 - 20.04.2023 22:00","30.00","","","","30.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 22:00 - 20.04.2023 23:00","26.00","","","","26.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.04.2023 23:00 - 21.04.2023 00:00","26.00","","","","26.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 00:00 - 21.04.2023 01:00","35.03","","","","35.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 01:00 - 21.04.2023 02:00","38.97","","","","38.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 02:00 - 21.04.2023 03:00","41.04","","","","41.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 03:00 - 21.04.2023 04:00","44.34","","","","44.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 04:00 - 21.04.2023 05:00","50.69","","","","50.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 05:00 - 21.04.2023 06:00","80.00","","","","80.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 06:00 - 21.04.2023 07:00","114.36","","","","114.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 07:00 - 21.04.2023 08:00","132.81","","","","132.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 08:00 - 21.04.2023 09:00","134.50","","","","134.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 09:00 - 21.04.2023 10:00","106.25","","","","106.25","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 10:00 - 21.04.2023 11:00","87.84","","","","87.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 11:00 - 21.04.2023 12:00","69.67","","","","69.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 12:00 - 21.04.2023 13:00","58.00","","","","58.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 13:00 - 21.04.2023 14:00","50.00","","","","50.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 14:00 - 21.04.2023 15:00","0.05","","","","0.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 15:00 - 21.04.2023 16:00","10.01","","","","10.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 16:00 - 21.04.2023 17:00","53.85","","","","53.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 17:00 - 21.04.2023 18:00","67.01","","","","67.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 18:00 - 21.04.2023 19:00","120.05","","","","120.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 19:00 - 21.04.2023 20:00","137.20","","","","137.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 20:00 - 21.04.2023 21:00","140.43","","","","140.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 21:00 - 21.04.2023 22:00","96.10","","","","96.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 22:00 - 21.04.2023 23:00","27.00","","","","27.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.04.2023 23:00 - 22.04.2023 00:00","99.06","","","","99.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 00:00 - 22.04.2023 01:00","99.04","","","","99.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 01:00 - 22.04.2023 02:00","95.19","","","","95.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 02:00 - 22.04.2023 03:00","92.10","","","","92.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 03:00 - 22.04.2023 04:00","92.95","","","","92.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 04:00 - 22.04.2023 05:00","91.29","","","","91.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 05:00 - 22.04.2023 06:00","95.99","","","","95.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 06:00 - 22.04.2023 07:00","99.82","","","","99.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 07:00 - 22.04.2023 08:00","102.58","","","","102.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 08:00 - 22.04.2023 09:00","99.10","","","","99.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 09:00 - 22.04.2023 10:00","86.00","","","","86.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 10:00 - 22.04.2023 11:00","74.67","","","","74.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 11:00 - 22.04.2023 12:00","45.06","","","","45.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 12:00 - 22.04.2023 13:00","26.20","","","","26.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 13:00 - 22.04.2023 14:00","10.02","","","","10.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 14:00 - 22.04.2023 15:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 15:00 - 22.04.2023 16:00","17.17","","","","17.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 16:00 - 22.04.2023 17:00","38.33","","","","38.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.04.2023 17:00 - 22.04.2023 18:00","43.48","","","","43.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
