"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|DK1","12.01.2025 04:00 - 12.01.2025 05:00 (CET/CEST)","291","n/e","n/e","n/e","190","118","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","53","445","785"
"BZN|DK1","12.01.2025 05:00 - 12.01.2025 06:00 (CET/CEST)","304","n/e","n/e","n/e","190","118","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","53","350","698"
"BZN|DK1","12.01.2025 06:00 - 12.01.2025 07:00 (CET/CEST)","295","n/e","n/e","n/e","187","145","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","53","320","598"
"BZN|DK1","12.01.2025 07:00 - 12.01.2025 08:00 (CET/CEST)","305","n/e","n/e","n/e","207","192","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","54","329","469"
"BZN|DK1","12.01.2025 08:00 - 12.01.2025 09:00 (CET/CEST)","307","n/e","n/e","n/e","219","293","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","2","56","299","374"
"BZN|DK1","12.01.2025 09:00 - 12.01.2025 10:00 (CET/CEST)","310","n/e","n/e","n/e","246","304","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","122","71","224","339"
"BZN|DK1","12.01.2025 10:00 - 12.01.2025 11:00 (CET/CEST)","310","n/e","n/e","n/e","251","276","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","458","73","186","263"
"BZN|DK1","12.01.2025 11:00 - 12.01.2025 12:00 (CET/CEST)","310","n/e","n/e","n/e","245","223","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","762","72","158","118"
"BZN|DK1","12.01.2025 12:00 - 12.01.2025 13:00 (CET/CEST)","310","n/e","n/e","n/e","239","200","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","855","72","137","73"
"BZN|DK1","12.01.2025 13:00 - 12.01.2025 14:00 (CET/CEST)","311","n/e","n/e","n/e","234","193","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","784","72","133","66"
"BZN|DK1","12.01.2025 14:00 - 12.01.2025 15:00 (CET/CEST)","310","n/e","n/e","n/e","237","245","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","517","73","125","48"
"BZN|DK1","12.01.2025 15:00 - 12.01.2025 16:00 (CET/CEST)","311","n/e","n/e","n/e","263","296","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","173","73","87","33"
"BZN|DK1","12.01.2025 16:00 - 12.01.2025 17:00 (CET/CEST)","312","n/e","n/e","n/e","295","306","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","6","71","61","39"
"BZN|DK1","12.01.2025 17:00 - 12.01.2025 18:00 (CET/CEST)","311","n/e","n/e","n/e","340","326","20","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","73","37","50"
"BZN|DK1","12.01.2025 18:00 - 12.01.2025 19:00 (CET/CEST)","310","n/e","n/e","n/e","314","317","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","72","26","52"
"BZN|DK1","12.01.2025 19:00 - 12.01.2025 20:00 (CET/CEST)","307","n/e","n/e","n/e","341","321","19","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","75","21","40"
"BZN|DK1","12.01.2025 20:00 - 12.01.2025 21:00 (CET/CEST)","305","n/e","n/e","n/e","361","325","20","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","74","15","26"
"BZN|DK1","12.01.2025 21:00 - 12.01.2025 22:00 (CET/CEST)","305","n/e","n/e","n/e","278","301","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","73","17","41"
"BZN|DK1","12.01.2025 22:00 - 12.01.2025 23:00 (CET/CEST)","306","n/e","n/e","n/e","294","315","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","75","49","108"
"BZN|DK1","12.01.2025 23:00 - 13.01.2025 00:00 (CET/CEST)","298","n/e","n/e","n/e","250","275","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","72","118","252"
"BZN|DK1","13.01.2025 00:00 - 13.01.2025 01:00 (CET/CEST)","300","n/e","n/e","n/e","219","186","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","71","228","506"
"BZN|DK1","13.01.2025 01:00 - 13.01.2025 02:00 (CET/CEST)","284","n/e","n/e","n/e","217","124","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","71","424","871"
"BZN|DK1","13.01.2025 02:00 - 13.01.2025 03:00 (CET/CEST)","284","n/e","n/e","n/e","216","125","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","71","644","1141"
"BZN|DK1","13.01.2025 03:00 - 13.01.2025 04:00 (CET/CEST)","289","n/e","n/e","n/e","207","117","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","70","766","1214"
"BZN|DK1","13.01.2025 04:00 - 13.01.2025 05:00 (CET/CEST)","305","n/e","n/e","n/e","201","113","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","70","882","1315"
"BZN|DK1","13.01.2025 05:00 - 13.01.2025 06:00 (CET/CEST)","303","n/e","n/e","n/e","194","111","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","70","986","1501"
"BZN|DK1","13.01.2025 06:00 - 13.01.2025 07:00 (CET/CEST)","308","n/e","n/e","n/e","222","115","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","71","983","1523"
"BZN|DK1","13.01.2025 07:00 - 13.01.2025 08:00 (CET/CEST)","308","n/e","n/e","n/e","291","202","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","74","1063","1572"
"BZN|DK1","13.01.2025 08:00 - 13.01.2025 09:00 (CET/CEST)","306","n/e","n/e","n/e","327","226","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","3","75","1142","1684"
"BZN|DK1","13.01.2025 09:00 - 13.01.2025 10:00 (CET/CEST)","304","n/e","n/e","n/e","307","235","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","47","60","1273","1717"
"BZN|DK1","13.01.2025 10:00 - 13.01.2025 11:00 (CET/CEST)","307","n/e","n/e","n/e","228","218","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","109","57","1264","1806"
"BZN|DK1","13.01.2025 11:00 - 13.01.2025 12:00 (CET/CEST)","304","n/e","n/e","n/e","166","232","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","152","62","1315","2092"
"BZN|DK1","13.01.2025 12:00 - 13.01.2025 13:00 (CET/CEST)","295","n/e","n/e","n/e","152","235","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","167","63","1186","2278"
"BZN|DK1","13.01.2025 13:00 - 13.01.2025 14:00 (CET/CEST)","284","n/e","n/e","n/e","141","227","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","129","62","1187","2536"
"BZN|DK1","13.01.2025 14:00 - 13.01.2025 15:00 (CET/CEST)","293","n/e","n/e","n/e","120","200","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","83","62","1190","2745"
"BZN|DK1","13.01.2025 15:00 - 13.01.2025 16:00 (CET/CEST)","301","n/e","n/e","n/e","115","130","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","39","62","1257","2908"
"BZN|DK1","13.01.2025 16:00 - 13.01.2025 17:00 (CET/CEST)","297","n/e","n/e","n/e","135","75","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","1","61","1274","3063"
"BZN|DK1","13.01.2025 17:00 - 13.01.2025 18:00 (CET/CEST)","304","n/e","n/e","n/e","134","55","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","61","1297","3098"
"BZN|DK1","13.01.2025 18:00 - 13.01.2025 19:00 (CET/CEST)","304","n/e","n/e","n/e","176","71","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","61","1288","3142"
"BZN|DK1","13.01.2025 19:00 - 13.01.2025 20:00 (CET/CEST)","302","n/e","n/e","n/e","141","56","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","49","1275","3098"
"BZN|DK1","13.01.2025 20:00 - 13.01.2025 21:00 (CET/CEST)","283","n/e","n/e","n/e","117","68","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","48","1290","3067"
"BZN|DK1","13.01.2025 21:00 - 13.01.2025 22:00 (CET/CEST)","278","n/e","n/e","n/e","102","52","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","48","1303","3050"
"BZN|DK1","13.01.2025 22:00 - 13.01.2025 23:00 (CET/CEST)","277","n/e","n/e","n/e","136","70","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","49","1301","3028"
"BZN|DK1","13.01.2025 23:00 - 14.01.2025 00:00 (CET/CEST)","161","n/e","n/e","n/e","86","39","7","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","38","1294","2957"
"BZN|DK1","14.01.2025 00:00 - 14.01.2025 01:00 (CET/CEST)","147","n/e","n/e","n/e","64","30","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","36","1314","2983"
"BZN|DK1","14.01.2025 01:00 - 14.01.2025 02:00 (CET/CEST)","126","n/e","n/e","n/e","66","30","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","35","1314","2923"
"BZN|DK1","14.01.2025 02:00 - 14.01.2025 03:00 (CET/CEST)","126","n/e","n/e","n/e","72","30","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","45","1313","2731"
"BZN|DK1","14.01.2025 03:00 - 14.01.2025 04:00 (CET/CEST)","124","n/e","n/e","n/e","78","31","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","45","1318","2606"
"BZN|DK1","14.01.2025 04:00 - 14.01.2025 05:00 (CET/CEST)","122","n/e","n/e","n/e","71","30","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","46","1389","2506"
"BZN|DK1","14.01.2025 05:00 - 14.01.2025 06:00 (CET/CEST)","122","n/e","n/e","n/e","71","30","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","36","1397","2375"
"BZN|DK1","14.01.2025 06:00 - 14.01.2025 07:00 (CET/CEST)","131","n/e","n/e","n/e","74","33","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","46","1391","2399"
"BZN|DK1","14.01.2025 07:00 - 14.01.2025 08:00 (CET/CEST)","152","n/e","n/e","n/e","75","34","7","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","47","1393","2522"
"BZN|DK1","14.01.2025 08:00 - 14.01.2025 09:00 (CET/CEST)","235","n/e","n/e","n/e","75","33","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","47","1487","2481"
"BZN|DK1","14.01.2025 09:00 - 14.01.2025 10:00 (CET/CEST)","157","n/e","n/e","n/e","79","32","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","5","46","1456","2343"
"BZN|DK1","14.01.2025 10:00 - 14.01.2025 11:00 (CET/CEST)","127","n/e","n/e","n/e","92","33","6","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","40","46","1433","2358"
"BZN|DK1","14.01.2025 11:00 - 14.01.2025 12:00 (CET/CEST)","134","n/e","n/e","n/e","99","36","7","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","73","46","1408","2278"
"BZN|DK1","14.01.2025 12:00 - 14.01.2025 13:00 (CET/CEST)","149","n/e","n/e","n/e","102","41","8","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","116","47","1433","2260"
"BZN|DK1","14.01.2025 13:00 - 14.01.2025 14:00 (CET/CEST)","203","n/e","n/e","n/e","101","43","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","172","46","1450","2242"
"BZN|DK1","14.01.2025 14:00 - 14.01.2025 15:00 (CET/CEST)","238","n/e","n/e","n/e","100","40","8","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","173","47","1397","2032"
"BZN|DK1","14.01.2025 15:00 - 14.01.2025 16:00 (CET/CEST)","186","n/e","n/e","n/e","101","44","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","62","46","1421","2061"
"BZN|DK1","14.01.2025 16:00 - 14.01.2025 17:00 (CET/CEST)","273","n/e","n/e","n/e","103","47","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","4","47","1458","1890"
"BZN|DK1","14.01.2025 17:00 - 14.01.2025 18:00 (CET/CEST)","242","n/e","n/e","n/e","105","50","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","48","1429","1901"
"BZN|DK1","14.01.2025 18:00 - 14.01.2025 19:00 (CET/CEST)","271","n/e","n/e","n/e","105","50","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","47","1382","2064"
"BZN|DK1","14.01.2025 19:00 - 14.01.2025 20:00 (CET/CEST)","238","n/e","n/e","n/e","100","47","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","49","1356","2165"
"BZN|DK1","14.01.2025 20:00 - 14.01.2025 21:00 (CET/CEST)","256","n/e","n/e","n/e","98","47","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","49","1352","2056"
"BZN|DK1","14.01.2025 21:00 - 14.01.2025 22:00 (CET/CEST)","264","n/e","n/e","n/e","86","42","8","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","48","1256","1857"
"BZN|DK1","14.01.2025 22:00 - 14.01.2025 23:00 (CET/CEST)","241","n/e","n/e","n/e","85","37","7","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","47","1293","1727"
"BZN|DK1","14.01.2025 23:00 - 15.01.2025 00:00 (CET/CEST)","210","n/e","n/e","n/e","100","38","7","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","49","1200","1399"
"BZN|DK1","15.01.2025 00:00 - 15.01.2025 01:00 (CET/CEST)","255","n/e","n/e","n/e","120","45","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","53","1217","1105"
"BZN|DK1","15.01.2025 01:00 - 15.01.2025 02:00 (CET/CEST)","172","n/e","n/e","n/e","128","45","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","53","1125","969"
"BZN|DK1","15.01.2025 02:00 - 15.01.2025 03:00 (CET/CEST)","170","n/e","n/e","n/e","135","44","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","54","929","950"
"BZN|DK1","15.01.2025 03:00 - 15.01.2025 04:00 (CET/CEST)","187","n/e","n/e","n/e","127","40","8","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","55","787","829"
"BZN|DK1","15.01.2025 04:00 - 15.01.2025 05:00 (CET/CEST)","216","n/e","n/e","n/e","133","54","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","59","722","662"
"BZN|DK1","15.01.2025 05:00 - 15.01.2025 06:00 (CET/CEST)","306","n/e","n/e","n/e","155","118","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","61","610","438"
"BZN|DK1","15.01.2025 06:00 - 15.01.2025 07:00 (CET/CEST)","385","n/e","n/e","n/e","299","130","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","79","513","325"
"BZN|DK1","15.01.2025 07:00 - 15.01.2025 08:00 (CET/CEST)","537","n/e","n/e","n/e","354","186","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","82","421","329"
"BZN|DK1","15.01.2025 08:00 - 15.01.2025 09:00 (CET/CEST)","504","n/e","n/e","n/e","394","279","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","5","83","373","276"
"BZN|DK1","15.01.2025 09:00 - 15.01.2025 10:00 (CET/CEST)","367","n/e","n/e","n/e","415","319","28","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","80","81","144","130"
"BZN|DK1","15.01.2025 10:00 - 15.01.2025 11:00 (CET/CEST)","374","n/e","n/e","n/e","458","339","23","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","254","84","39","62"
"BZN|DK1","15.01.2025 11:00 - 15.01.2025 12:00 (CET/CEST)","328","n/e","n/e","n/e","434","323","20","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","374","82","25","65"
"BZN|DK1","15.01.2025 12:00 - 15.01.2025 13:00 (CET/CEST)","383","n/e","n/e","n/e","380","306","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","430","82","122","164"
"BZN|DK1","15.01.2025 13:00 - 15.01.2025 14:00 (CET/CEST)","395","n/e","n/e","n/e","379","321","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","359","84","232","340"
"BZN|DK1","15.01.2025 14:00 - 15.01.2025 15:00 (CET/CEST)","453","n/e","n/e","n/e","368","322","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","274","83","351","497"
"BZN|DK1","15.01.2025 15:00 - 15.01.2025 16:00 (CET/CEST)","586","n/e","n/e","n/e","384","322","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","102","82","598","661"
"BZN|DK1","15.01.2025 16:00 - 15.01.2025 17:00 (CET/CEST)","692","n/e","n/e","n/e","412","332","19","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","6","84","633","902"
"BZN|DK1","15.01.2025 17:00 - 15.01.2025 18:00 (CET/CEST)","701","n/e","n/e","n/e","450","340","21","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","86","641","1032"
"BZN|DK1","15.01.2025 18:00 - 15.01.2025 19:00 (CET/CEST)","604","n/e","n/e","n/e","426","332","19","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","85","720","1149"
"BZN|DK1","15.01.2025 19:00 - 15.01.2025 20:00 (CET/CEST)","453","n/e","n/e","n/e","405","322","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","84","788","1115"
"BZN|DK1","15.01.2025 20:00 - 15.01.2025 21:00 (CET/CEST)","337","n/e","n/e","n/e","313","306","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","82","762","1114"
"BZN|DK1","15.01.2025 21:00 - 15.01.2025 22:00 (CET/CEST)","304","n/e","n/e","n/e","259","243","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","82","869","1241"
"BZN|DK1","15.01.2025 22:00 - 15.01.2025 23:00 (CET/CEST)","239","n/e","n/e","n/e","228","161","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","79","845","1305"
"BZN|DK1","15.01.2025 23:00 - 16.01.2025 00:00 (CET/CEST)","233","n/e","n/e","n/e","222","97","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","80","901","1302"
"BZN|DK1","16.01.2025 00:00 - 16.01.2025 01:00 (CET/CEST)","183","n/e","n/e","n/e","209","56","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","79","1145","1366"
"BZN|DK1","16.01.2025 01:00 - 16.01.2025 02:00 (CET/CEST)","244","n/e","n/e","n/e","211","56","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","80","736","1429"
"BZN|DK1","16.01.2025 02:00 - 16.01.2025 03:00 (CET/CEST)","287","n/e","n/e","n/e","245","56","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","79","663","1442"
"BZN|DK1","16.01.2025 03:00 - 16.01.2025 04:00 (CET/CEST)","298","n/e","n/e","n/e","170","52","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","78","683","1418"
"BZN|DK1","16.01.2025 04:00 - 16.01.2025 05:00 (CET/CEST)","285","n/e","n/e","n/e","209","79","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","80","640","1452"
"BZN|DK1","16.01.2025 05:00 - 16.01.2025 06:00 (CET/CEST)","296","n/e","n/e","n/e","228","78","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","80","530","1354"
"BZN|DK1","16.01.2025 06:00 - 16.01.2025 07:00 (CET/CEST)","329","n/e","n/e","n/e","337","81","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","81","482","1281"
"BZN|DK1","16.01.2025 07:00 - 16.01.2025 08:00 (CET/CEST)","323","n/e","n/e","n/e","358","85","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","81","724","1326"
"BZN|DK1","16.01.2025 08:00 - 16.01.2025 09:00 (CET/CEST)","366","n/e","n/e","n/e","360","70","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","77","791","1399"
"BZN|DK1","16.01.2025 09:00 - 16.01.2025 10:00 (CET/CEST)","385","n/e","n/e","n/e","436","102","20","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","23","81","866","1430"
"BZN|DK1","16.01.2025 10:00 - 16.01.2025 11:00 (CET/CEST)","320","n/e","n/e","n/e","347","74","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","81","78","871","1480"
"BZN|DK1","16.01.2025 11:00 - 16.01.2025 12:00 (CET/CEST)","357","n/e","n/e","n/e","377","89","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","136","77","819","1606"
"BZN|DK1","16.01.2025 12:00 - 16.01.2025 13:00 (CET/CEST)","348","n/e","n/e","n/e","367","92","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","181","80","750","1724"
"BZN|DK1","16.01.2025 13:00 - 16.01.2025 14:00 (CET/CEST)","320","n/e","n/e","n/e","265","56","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","183","78","754","1805"
"BZN|DK1","16.01.2025 14:00 - 16.01.2025 15:00 (CET/CEST)","355","n/e","n/e","n/e","279","62","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","130","80","675","1685"
"BZN|DK1","16.01.2025 15:00 - 16.01.2025 16:00 (CET/CEST)","360","n/e","n/e","n/e","314","74","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","47","83","650","1498"
"BZN|DK1","16.01.2025 16:00 - 16.01.2025 17:00 (CET/CEST)","387","n/e","n/e","n/e","347","81","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","3","83","820","1425"
"BZN|DK1","16.01.2025 17:00 - 16.01.2025 18:00 (CET/CEST)","448","n/e","n/e","n/e","405","87","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","83","713","1479"
"BZN|DK1","16.01.2025 18:00 - 16.01.2025 19:00 (CET/CEST)","406","n/e","n/e","n/e","438","94","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","84","863","1557"
"BZN|DK1","16.01.2025 19:00 - 16.01.2025 20:00 (CET/CEST)","365","n/e","n/e","n/e","344","77","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","83","914","1565"
"BZN|DK1","16.01.2025 20:00 - 16.01.2025 21:00 (CET/CEST)","356","n/e","n/e","n/e","308","71","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","82","1034","1614"
"BZN|DK1","16.01.2025 21:00 - 16.01.2025 22:00 (CET/CEST)","349","n/e","n/e","n/e","288","70","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","80","1105","1696"
"BZN|DK1","16.01.2025 22:00 - 16.01.2025 23:00 (CET/CEST)","344","n/e","n/e","n/e","255","67","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","80","1044","1778"
"BZN|DK1","16.01.2025 23:00 - 17.01.2025 00:00 (CET/CEST)","333","n/e","n/e","n/e","245","68","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","78","1158","1770"
"BZN|DK1","17.01.2025 00:00 - 17.01.2025 01:00 (CET/CEST)","343","n/e","n/e","n/e","154","58","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","64","1080","1804"
"BZN|DK1","17.01.2025 01:00 - 17.01.2025 02:00 (CET/CEST)","357","n/e","n/e","n/e","185","68","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","79","1024","1716"
"BZN|DK1","17.01.2025 02:00 - 17.01.2025 03:00 (CET/CEST)","340","n/e","n/e","n/e","162","64","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","63","855","1687"
"BZN|DK1","17.01.2025 03:00 - 17.01.2025 04:00 (CET/CEST)","350","n/e","n/e","n/e","138","53","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","61","831","1739"
