"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - IBA|DK2","Generation / - Imbalance price [Currency/MWh] - IBA|DK2","Price for consumption [Currency/MWh] - IBA|DK2","Currency","Status","Total Imbalance [MWh] - IBA|DK2","Difference","Situation","Status"
"18.12.2023 23:00 - 19.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","199","","Deficit","Final"
"19.12.2023 00:00 - 19.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","177","","Deficit","Final"
"19.12.2023 01:00 - 19.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","195","","Deficit","Final"
"19.12.2023 02:00 - 19.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","176","","Deficit","Final"
"19.12.2023 03:00 - 19.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","195","","Deficit","Final"
"19.12.2023 04:00 - 19.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","188","","Deficit","Final"
"19.12.2023 05:00 - 19.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","189","","Deficit","Final"
"19.12.2023 06:00 - 19.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","52","","Deficit","Final"
"19.12.2023 07:00 - 19.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","140","","Deficit","Final"
"19.12.2023 08:00 - 19.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","117","","Deficit","Final"
"19.12.2023 09:00 - 19.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","245","","Deficit","Final"
"19.12.2023 10:00 - 19.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","351","","Deficit","Final"
"19.12.2023 11:00 - 19.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","347","","Deficit","Final"
"19.12.2023 12:00 - 19.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","369","","Deficit","Final"
"19.12.2023 13:00 - 19.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","400","","Deficit","Final"
"19.12.2023 14:00 - 19.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","502","","Deficit","Final"
"19.12.2023 15:00 - 19.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","462","","Deficit","Final"
"19.12.2023 16:00 - 19.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","452","","Deficit","Final"
"19.12.2023 17:00 - 19.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","362","","Deficit","Final"
"19.12.2023 18:00 - 19.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","120","","Deficit","Final"
"19.12.2023 19:00 - 19.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","57","","Surplus","Final"
"19.12.2023 20:00 - 19.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","140","","Deficit","Final"
"19.12.2023 21:00 - 19.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","183","","Deficit","Final"
"19.12.2023 22:00 - 19.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","145","","Deficit","Final"
"19.12.2023 23:00 - 20.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","3","","Deficit","Final"
"20.12.2023 00:00 - 20.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","63","","Surplus","Final"
"20.12.2023 01:00 - 20.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","6","","Surplus","Final"
"20.12.2023 02:00 - 20.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","69","","Deficit","Final"
"20.12.2023 03:00 - 20.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","127","","Deficit","Final"
"20.12.2023 04:00 - 20.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","157","","Deficit","Final"
"20.12.2023 05:00 - 20.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","102","","Deficit","Final"
"20.12.2023 06:00 - 20.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","42","","Deficit","Final"
"20.12.2023 07:00 - 20.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","94","","Surplus","Final"
"20.12.2023 08:00 - 20.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","162","","Surplus","Final"
"20.12.2023 09:00 - 20.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","325","","Surplus","Final"
"20.12.2023 10:00 - 20.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","178","","Surplus","Final"
"20.12.2023 11:00 - 20.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","28","","Surplus","Final"
"20.12.2023 12:00 - 20.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","50","","Deficit","Final"
"20.12.2023 13:00 - 20.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","37","","Surplus","Final"
"20.12.2023 14:00 - 20.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","88","","Surplus","Final"
"20.12.2023 15:00 - 20.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","565","","Surplus","Final"
"20.12.2023 16:00 - 20.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","433","","Surplus","Final"
"20.12.2023 17:00 - 20.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","179","","Surplus","Final"
"20.12.2023 18:00 - 20.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","407","","Surplus","Final"
"20.12.2023 19:00 - 20.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","466","","Surplus","Final"
"20.12.2023 20:00 - 20.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","644","","Surplus","Final"
"20.12.2023 21:00 - 20.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","69","","Deficit","Final"
"20.12.2023 22:00 - 20.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","503","","Deficit","Final"
"20.12.2023 23:00 - 21.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","17","","Deficit","Final"
"21.12.2023 00:00 - 21.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","104","","Deficit","Final"
"21.12.2023 01:00 - 21.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","171","","Deficit","Final"
"21.12.2023 02:00 - 21.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","45","","Deficit","Final"
"21.12.2023 03:00 - 21.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","292","","Surplus","Final"
"21.12.2023 04:00 - 21.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","216","","Surplus","Final"
"21.12.2023 05:00 - 21.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","144","","Deficit","Final"
"21.12.2023 06:00 - 21.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","223","","Deficit","Final"
"21.12.2023 07:00 - 21.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","77","","Deficit","Final"
"21.12.2023 08:00 - 21.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","248","","Surplus","Final"
"21.12.2023 09:00 - 21.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","155","","Surplus","Final"
"21.12.2023 10:00 - 21.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","315","","Surplus","Final"
"21.12.2023 11:00 - 21.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","126","","Deficit","Final"
"21.12.2023 12:00 - 21.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","240","","Deficit","Final"
"21.12.2023 13:00 - 21.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","21","","Deficit","Final"
"21.12.2023 14:00 - 21.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","520","","Surplus","Final"
"21.12.2023 15:00 - 21.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","289","","Surplus","Final"
"21.12.2023 16:00 - 21.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","5","","Surplus","Final"
"21.12.2023 17:00 - 21.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","279","","Deficit","Final"
"21.12.2023 18:00 - 21.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","400","","Deficit","Final"
"21.12.2023 19:00 - 21.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","357","","Deficit","Final"
"21.12.2023 20:00 - 21.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","25","","Surplus","Final"
"21.12.2023 21:00 - 21.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","304","","Surplus","Final"
"21.12.2023 22:00 - 21.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","2","","Deficit","Final"
"21.12.2023 23:00 - 22.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","78","","Surplus","Final"
"22.12.2023 00:00 - 22.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","381","","Surplus","Final"
"22.12.2023 01:00 - 22.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","403","","Surplus","Final"
"22.12.2023 02:00 - 22.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","258","","Surplus","Final"
"22.12.2023 03:00 - 22.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","240","","Surplus","Final"
"22.12.2023 04:00 - 22.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","400","","Surplus","Final"
"22.12.2023 05:00 - 22.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","259","","Surplus","Final"
"22.12.2023 06:00 - 22.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","171","","Deficit","Final"
"22.12.2023 07:00 - 22.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","361","","Deficit","Final"
"22.12.2023 08:00 - 22.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","65","","Surplus","Final"
"22.12.2023 09:00 - 22.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","595","","Surplus","Final"
"22.12.2023 10:00 - 22.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","448","","Surplus","Final"
"22.12.2023 11:00 - 22.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","209","","Surplus","Final"
"22.12.2023 12:00 - 22.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","12","","Surplus","Final"
"22.12.2023 13:00 - 22.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","221","","Deficit","Final"
"22.12.2023 14:00 - 22.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","46","","Surplus","Final"
"22.12.2023 15:00 - 22.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","99","","Deficit","Final"
"22.12.2023 16:00 - 22.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","13","","Deficit","Final"
"22.12.2023 17:00 - 22.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","111","","Deficit","Final"
"22.12.2023 18:00 - 22.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","361","","Deficit","Final"
"22.12.2023 19:00 - 22.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","261","","Deficit","Final"
"22.12.2023 20:00 - 22.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","131","","Deficit","Final"
"22.12.2023 21:00 - 22.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","353","","Deficit","Final"
"22.12.2023 22:00 - 22.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","319","","Deficit","Final"
"22.12.2023 23:00 - 23.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","657","","Deficit","Final"
"23.12.2023 00:00 - 23.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","40","","Deficit","Final"
"23.12.2023 01:00 - 23.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","87","","Surplus","Final"
"23.12.2023 02:00 - 23.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","158","","Surplus","Final"
"23.12.2023 03:00 - 23.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","285","","Surplus","Final"
"23.12.2023 04:00 - 23.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","584","","Surplus","Final"
"23.12.2023 05:00 - 23.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","566","","Surplus","Final"
"23.12.2023 06:00 - 23.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","739","","Surplus","Final"
"23.12.2023 07:00 - 23.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","730","","Surplus","Final"
"23.12.2023 08:00 - 23.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","738","","Surplus","Final"
"23.12.2023 09:00 - 23.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","436","","Surplus","Final"
"23.12.2023 10:00 - 23.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","385","","Surplus","Final"
"23.12.2023 11:00 - 23.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","15","","Surplus","Final"
"23.12.2023 12:00 - 23.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","194","","Surplus","Final"
"23.12.2023 13:00 - 23.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","109","","Deficit","Final"
"23.12.2023 14:00 - 23.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","157","","Deficit","Final"
"23.12.2023 15:00 - 23.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","26","","Surplus","Final"
"23.12.2023 16:00 - 23.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","349","","Surplus","Final"
"23.12.2023 17:00 - 23.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","81","","Surplus","Final"
"23.12.2023 18:00 - 23.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","182","","Deficit","Final"
"23.12.2023 19:00 - 23.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","16","","Surplus","Final"
"23.12.2023 20:00 - 23.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","89","","Surplus","Final"
"23.12.2023 21:00 - 23.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","130","","Surplus","Final"
"23.12.2023 22:00 - 23.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","141","","Surplus","Final"
"23.12.2023 23:00 - 24.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","93","","Deficit","Final"
"24.12.2023 00:00 - 24.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","27","","Surplus","Final"
"24.12.2023 01:00 - 24.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","57","","Surplus","Final"
"24.12.2023 02:00 - 24.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","350","","Surplus","Final"
"24.12.2023 03:00 - 24.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","300","","Surplus","Final"
"24.12.2023 04:00 - 24.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","287","","Surplus","Final"
"24.12.2023 05:00 - 24.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","239","","Surplus","Final"
"24.12.2023 06:00 - 24.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","491","","Surplus","Final"
"24.12.2023 07:00 - 24.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","670","","Surplus","Final"
"24.12.2023 08:00 - 24.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","635","","Surplus","Final"
"24.12.2023 09:00 - 24.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","504","","Surplus","Final"
"24.12.2023 10:00 - 24.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","130","","Surplus","Final"
"24.12.2023 11:00 - 24.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","194","","Surplus","Final"
"24.12.2023 12:00 - 24.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","120","","Surplus","Final"
"24.12.2023 13:00 - 24.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","25","","Surplus","Final"
"24.12.2023 14:00 - 24.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","45","","Surplus","Final"
"24.12.2023 15:00 - 24.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","20","","Surplus","Final"
"24.12.2023 16:00 - 24.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","184","","Surplus","Final"
"24.12.2023 17:00 - 24.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","338","","Surplus","Final"
"24.12.2023 18:00 - 24.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","40","","Surplus","Final"
"24.12.2023 19:00 - 24.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","50","","Deficit","Final"
"24.12.2023 20:00 - 24.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","113","","Surplus","Final"
"24.12.2023 21:00 - 24.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","44","","Deficit","Final"
"24.12.2023 22:00 - 24.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","7","","Surplus","Final"
"24.12.2023 23:00 - 25.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","68","","Surplus","Final"
"25.12.2023 00:00 - 25.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","15","","Deficit","Final"
"25.12.2023 01:00 - 25.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","50","","Surplus","Final"
"25.12.2023 02:00 - 25.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","35","","Deficit","Final"
"25.12.2023 03:00 - 25.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","34","","Deficit","Final"
"25.12.2023 04:00 - 25.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","52","","Surplus","Final"
"25.12.2023 05:00 - 25.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","14","","Deficit","Final"
"25.12.2023 06:00 - 25.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","48","","Deficit","Final"
"25.12.2023 07:00 - 25.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","18","","Deficit","Final"
"25.12.2023 08:00 - 25.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","192","","Surplus","Final"
"25.12.2023 09:00 - 25.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","173","","Surplus","Final"
"25.12.2023 10:00 - 25.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","14","","Surplus","Final"
"25.12.2023 11:00 - 25.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","3","","Deficit","Final"
"25.12.2023 12:00 - 25.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","5","","Surplus","Final"
"25.12.2023 13:00 - 25.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","36","","Surplus","Final"
"25.12.2023 14:00 - 25.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","82","","Surplus","Final"
"25.12.2023 15:00 - 25.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","29","","Surplus","Final"
"25.12.2023 16:00 - 25.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","91","","Surplus","Final"
"25.12.2023 17:00 - 25.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","211","","Deficit","Final"
"25.12.2023 18:00 - 25.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","134","","Deficit","Final"
"25.12.2023 19:00 - 25.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","219","","Deficit","Final"
"25.12.2023 20:00 - 25.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","70","","Deficit","Final"
"25.12.2023 21:00 - 25.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","32","","Deficit","Final"
"25.12.2023 22:00 - 25.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","74","","Deficit","Final"
"25.12.2023 23:00 - 26.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","125","","Deficit","Final"
"26.12.2023 00:00 - 26.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","82","","Surplus","Final"
"26.12.2023 01:00 - 26.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","41","","Surplus","Final"
"26.12.2023 02:00 - 26.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","42","","Surplus","Final"
"26.12.2023 03:00 - 26.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","4","","Surplus","Final"
"26.12.2023 04:00 - 26.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","20","","Surplus","Final"
"26.12.2023 05:00 - 26.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","81","","Surplus","Final"
"26.12.2023 06:00 - 26.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","318","","Surplus","Final"
"26.12.2023 07:00 - 26.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","664","","Surplus","Final"
"26.12.2023 08:00 - 26.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","674","","Surplus","Final"
"26.12.2023 09:00 - 26.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","263","","Surplus","Final"
"26.12.2023 10:00 - 26.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","202","","Surplus","Final"
"26.12.2023 11:00 - 26.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","160","","Surplus","Final"
"26.12.2023 12:00 - 26.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","265","","Surplus","Final"
"26.12.2023 13:00 - 26.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","401","","Surplus","Final"
"26.12.2023 14:00 - 26.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","530","","Surplus","Final"
"26.12.2023 15:00 - 26.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","688","","Surplus","Final"
"26.12.2023 16:00 - 26.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","250","","Surplus","Final"
"26.12.2023 17:00 - 26.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","157","","Deficit","Final"
"26.12.2023 18:00 - 26.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","121","","Deficit","Final"
"26.12.2023 19:00 - 26.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","1","","Surplus","Final"
"26.12.2023 20:00 - 26.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","45","","Surplus","Final"
"26.12.2023 21:00 - 26.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","49","","Deficit","Final"
"26.12.2023 22:00 - 26.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","27","","Surplus","Final"
"26.12.2023 23:00 - 27.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","24","","Deficit","Final"
"27.12.2023 00:00 - 27.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","120","","Deficit","Final"
"27.12.2023 01:00 - 27.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","48","","Deficit","Final"
"27.12.2023 02:00 - 27.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","52","","Deficit","Final"
"27.12.2023 03:00 - 27.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","82","","Deficit","Final"
"27.12.2023 04:00 - 27.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","76","","Deficit","Final"
"27.12.2023 05:00 - 27.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","9","","Deficit","Final"
"27.12.2023 06:00 - 27.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","81","","Deficit","Final"
"27.12.2023 07:00 - 27.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","374","","Deficit","Final"
"27.12.2023 08:00 - 27.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","530","","Deficit","Final"
"27.12.2023 09:00 - 27.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","456","","Deficit","Final"
"27.12.2023 10:00 - 27.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","234","","Deficit","Final"
"27.12.2023 11:00 - 27.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","213","","Deficit","Final"
"27.12.2023 12:00 - 27.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","441","","Deficit","Final"
"27.12.2023 13:00 - 27.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","555","","Deficit","Final"
"27.12.2023 14:00 - 27.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","263","","Deficit","Final"
"27.12.2023 15:00 - 27.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","226","","Deficit","Final"
"27.12.2023 16:00 - 27.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","259","","Deficit","Final"
"27.12.2023 17:00 - 27.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","345","","Deficit","Final"
"27.12.2023 18:00 - 27.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","112","","Deficit","Final"
"27.12.2023 19:00 - 27.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","79","","Deficit","Final"
"27.12.2023 20:00 - 27.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","40","","Deficit","Final"
"27.12.2023 21:00 - 27.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","11","","Deficit","Final"
"27.12.2023 22:00 - 27.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","100","","Deficit","Final"
"27.12.2023 23:00 - 28.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","20","","Deficit","Final"
"28.12.2023 00:00 - 28.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","79","","Surplus","Final"
"28.12.2023 01:00 - 28.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","55","","Surplus","Final"
"28.12.2023 02:00 - 28.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","36","","Surplus","Final"
"28.12.2023 03:00 - 28.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","12","","Surplus","Final"
"28.12.2023 04:00 - 28.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","4","","Deficit","Final"
"28.12.2023 05:00 - 28.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","72","","Deficit","Final"
"28.12.2023 06:00 - 28.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","134","","Deficit","Final"
"28.12.2023 07:00 - 28.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","55","","Surplus","Final"
"28.12.2023 08:00 - 28.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","133","","Surplus","Final"
"28.12.2023 09:00 - 28.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","19","","Surplus","Final"
"28.12.2023 10:00 - 28.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","411","","Surplus","Final"
"28.12.2023 11:00 - 28.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","584","","Surplus","Final"
"28.12.2023 12:00 - 28.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","626","","Surplus","Final"
"28.12.2023 13:00 - 28.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","158","","Surplus","Final"
"28.12.2023 14:00 - 28.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","73","","Surplus","Final"
"28.12.2023 15:00 - 28.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","377","","Surplus","Final"
