"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"15.05.2024 15:00 - 15.05.2024 16:00","-0.09","","","","-0.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.05.2024 16:00 - 15.05.2024 17:00","7.00","","","","7.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.05.2024 17:00 - 15.05.2024 18:00","5.00","","","","5.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.05.2024 18:00 - 15.05.2024 19:00","14.00","","","","14.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.05.2024 19:00 - 15.05.2024 20:00","36.42","","","","36.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.05.2024 20:00 - 15.05.2024 21:00","37.16","","","","37.16","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.05.2024 21:00 - 15.05.2024 22:00","35.63","","","","35.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.05.2024 22:00 - 15.05.2024 23:00","35.40","","","","35.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.05.2024 23:00 - 16.05.2024 00:00","17.35","","","","17.35","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 00:00 - 16.05.2024 01:00","-10.00","","","","-10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 01:00 - 16.05.2024 02:00","-8.00","","","","-8.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 02:00 - 16.05.2024 03:00","-8.00","","","","-8.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 03:00 - 16.05.2024 04:00","-8.00","","","","-8.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 04:00 - 16.05.2024 05:00","-8.00","","","","-8.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 05:00 - 16.05.2024 06:00","-8.00","","","","-8.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 06:00 - 16.05.2024 07:00","12.00","","","","12.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 07:00 - 16.05.2024 08:00","26.00","","","","26.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 08:00 - 16.05.2024 09:00","40.31","","","","40.31","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 09:00 - 16.05.2024 10:00","26.75","","","","26.75","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 10:00 - 16.05.2024 11:00","10.32","","","","10.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 11:00 - 16.05.2024 12:00","1.26","","","","1.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 12:00 - 16.05.2024 13:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 13:00 - 16.05.2024 14:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 14:00 - 16.05.2024 15:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 15:00 - 16.05.2024 16:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 16:00 - 16.05.2024 17:00","9.09","","","","9.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 17:00 - 16.05.2024 18:00","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","EUR","N/A","n/e","n/e","n/e","n/e"
"16.05.2024 18:00 - 16.05.2024 19:00","17.54","","","","17.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 19:00 - 16.05.2024 20:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 20:00 - 16.05.2024 21:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 21:00 - 16.05.2024 22:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 22:00 - 16.05.2024 23:00","-4.00","","","","-4.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.05.2024 23:00 - 17.05.2024 00:00","4.30","","","","4.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 00:00 - 17.05.2024 01:00","15.00","","","","15.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 01:00 - 17.05.2024 02:00","15.00","","","","15.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 02:00 - 17.05.2024 03:00","2.84","","","","2.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 03:00 - 17.05.2024 04:00","2.82","","","","2.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 04:00 - 17.05.2024 05:00","3.48","","","","3.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 05:00 - 17.05.2024 06:00","4.99","","","","4.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 06:00 - 17.05.2024 07:00","40.00","","","","40.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 07:00 - 17.05.2024 08:00","45.00","","","","45.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 08:00 - 17.05.2024 09:00","45.00","","","","45.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 09:00 - 17.05.2024 10:00","45.50","","","","45.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 10:00 - 17.05.2024 11:00","40.00","","","","40.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 11:00 - 17.05.2024 12:00","27.00","","","","27.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 12:00 - 17.05.2024 13:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 13:00 - 17.05.2024 14:00","-2.50","","","","-2.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 14:00 - 17.05.2024 15:00","-4.00","","","","-4.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 15:00 - 17.05.2024 16:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 16:00 - 17.05.2024 17:00","3.28","","","","3.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 17:00 - 17.05.2024 18:00","4.98","","","","4.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 18:00 - 17.05.2024 19:00","30.00","","","","30.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 19:00 - 17.05.2024 20:00","30.00","","","","30.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 20:00 - 17.05.2024 21:00","37.00","","","","37.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 21:00 - 17.05.2024 22:00","39.00","","","","39.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 22:00 - 17.05.2024 23:00","31.04","","","","31.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.05.2024 23:00 - 18.05.2024 00:00","11.37","","","","11.37","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 00:00 - 18.05.2024 01:00","41.00","","","","41.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 01:00 - 18.05.2024 02:00","38.50","","","","38.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 02:00 - 18.05.2024 03:00","34.22","","","","34.22","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 03:00 - 18.05.2024 04:00","469.12","","","","469.12","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 04:00 - 18.05.2024 05:00","34.83","","","","34.83","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 05:00 - 18.05.2024 06:00","269.79","","","","269.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 06:00 - 18.05.2024 07:00","58.32","","","","58.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 07:00 - 18.05.2024 08:00","361.87","","","","361.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 08:00 - 18.05.2024 09:00","233.61","","","","233.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 09:00 - 18.05.2024 10:00","42.69","","","","42.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 10:00 - 18.05.2024 11:00","9.43","","","","9.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 11:00 - 18.05.2024 12:00","0.71","","","","0.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 12:00 - 18.05.2024 13:00","-9.01","","","","-9.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 13:00 - 18.05.2024 14:00","-9.01","","","","-9.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 14:00 - 18.05.2024 15:00","10.50","","","","10.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 15:00 - 18.05.2024 16:00","10.50","","","","10.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 16:00 - 18.05.2024 17:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 17:00 - 18.05.2024 18:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 18:00 - 18.05.2024 19:00","241.28","","","","241.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 19:00 - 18.05.2024 20:00","102.33","","","","102.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 20:00 - 18.05.2024 21:00","124.11","","","","124.11","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 21:00 - 18.05.2024 22:00","114.39","","","","114.39","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 22:00 - 18.05.2024 23:00","96.52","","","","96.52","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.05.2024 23:00 - 19.05.2024 00:00","86.60","","","","86.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 00:00 - 19.05.2024 01:00","90.69","","","","90.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 01:00 - 19.05.2024 02:00","89.06","","","","89.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 02:00 - 19.05.2024 03:00","88.66","","","","88.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 03:00 - 19.05.2024 04:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 04:00 - 19.05.2024 05:00","86.13","","","","86.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 05:00 - 19.05.2024 06:00","80.56","","","","80.56","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 06:00 - 19.05.2024 07:00","201.06","","","","201.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 07:00 - 19.05.2024 08:00","70.24","","","","70.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 08:00 - 19.05.2024 09:00","19.00","","","","19.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 09:00 - 19.05.2024 10:00","16.00","","","","16.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 10:00 - 19.05.2024 11:00","7.00","","","","7.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 11:00 - 19.05.2024 12:00","-4.00","","","","-4.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 12:00 - 19.05.2024 13:00","-4.00","","","","-4.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 13:00 - 19.05.2024 14:00","-7.41","","","","-7.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 14:00 - 19.05.2024 15:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 15:00 - 19.05.2024 16:00","-10.00","","","","-10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 16:00 - 19.05.2024 17:00","-3.79","","","","-3.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 17:00 - 19.05.2024 18:00","10.50","","","","10.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 18:00 - 19.05.2024 19:00","64.17","","","","64.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 19:00 - 19.05.2024 20:00","89.59","","","","89.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 20:00 - 19.05.2024 21:00","113.66","","","","113.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 21:00 - 19.05.2024 22:00","122.86","","","","122.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 22:00 - 19.05.2024 23:00","101.93","","","","101.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.05.2024 23:00 - 20.05.2024 00:00","86.14","","","","86.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 00:00 - 20.05.2024 01:00","91.09","","","","91.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 01:00 - 20.05.2024 02:00","41.50","","","","41.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 02:00 - 20.05.2024 03:00","86.73","","","","86.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 03:00 - 20.05.2024 04:00","86.09","","","","86.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 04:00 - 20.05.2024 05:00","88.21","","","","88.21","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 05:00 - 20.05.2024 06:00","91.46","","","","91.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 06:00 - 20.05.2024 07:00","104.72","","","","104.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 07:00 - 20.05.2024 08:00","41.50","","","","41.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 08:00 - 20.05.2024 09:00","29.50","","","","29.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 09:00 - 20.05.2024 10:00","32.80","","","","32.80","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 10:00 - 20.05.2024 11:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 11:00 - 20.05.2024 12:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 12:00 - 20.05.2024 13:00","2.41","","","","2.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 13:00 - 20.05.2024 14:00","0.01","","","","0.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 14:00 - 20.05.2024 15:00","0.02","","","","0.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 15:00 - 20.05.2024 16:00","3.73","","","","3.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 16:00 - 20.05.2024 17:00","38.00","","","","38.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 17:00 - 20.05.2024 18:00","50.75","","","","50.75","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 18:00 - 20.05.2024 19:00","78.94","","","","78.94","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 19:00 - 20.05.2024 20:00","105.96","","","","105.96","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 20:00 - 20.05.2024 21:00","125.76","","","","125.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 21:00 - 20.05.2024 22:00","116.78","","","","116.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 22:00 - 20.05.2024 23:00","96.63","","","","96.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.05.2024 23:00 - 21.05.2024 00:00","79.86","","","","79.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 00:00 - 21.05.2024 01:00","66.01","","","","66.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 01:00 - 21.05.2024 02:00","27.87","","","","27.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 02:00 - 21.05.2024 03:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 03:00 - 21.05.2024 04:00","201.05","","","","201.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 04:00 - 21.05.2024 05:00","9.99","","","","9.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 05:00 - 21.05.2024 06:00","20.00","","","","20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 06:00 - 21.05.2024 07:00","26.67","","","","26.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 07:00 - 21.05.2024 08:00","117.09","","","","117.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 08:00 - 21.05.2024 09:00","96.39","","","","96.39","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 09:00 - 21.05.2024 10:00","45.50","","","","45.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 10:00 - 21.05.2024 11:00","44.00","","","","44.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 11:00 - 21.05.2024 12:00","39.00","","","","39.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 12:00 - 21.05.2024 13:00","37.99","","","","37.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 13:00 - 21.05.2024 14:00","32.00","","","","32.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 14:00 - 21.05.2024 15:00","15.04","","","","15.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 15:00 - 21.05.2024 16:00","20.75","","","","20.75","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 16:00 - 21.05.2024 17:00","24.99","","","","24.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 17:00 - 21.05.2024 18:00","31.14","","","","31.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 18:00 - 21.05.2024 19:00","38.00","","","","38.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 19:00 - 21.05.2024 20:00","55.75","","","","55.75","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 20:00 - 21.05.2024 21:00","57.36","","","","57.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 21:00 - 21.05.2024 22:00","57.73","","","","57.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 22:00 - 21.05.2024 23:00","38.65","","","","38.65","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.05.2024 23:00 - 22.05.2024 00:00","2.00","","","","2.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 00:00 - 22.05.2024 01:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 01:00 - 22.05.2024 02:00","-2.59","","","","-2.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 02:00 - 22.05.2024 03:00","-14.07","","","","-14.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 03:00 - 22.05.2024 04:00","-19.00","","","","-19.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 04:00 - 22.05.2024 05:00","-20.00","","","","-20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 05:00 - 22.05.2024 06:00","-20.00","","","","-20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 06:00 - 22.05.2024 07:00","-8.00","","","","-8.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 07:00 - 22.05.2024 08:00","18.00","","","","18.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 08:00 - 22.05.2024 09:00","55.00","","","","55.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 09:00 - 22.05.2024 10:00","52.00","","","","52.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 10:00 - 22.05.2024 11:00","20.36","","","","20.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 11:00 - 22.05.2024 12:00","9.34","","","","9.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 12:00 - 22.05.2024 13:00","4.92","","","","4.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 13:00 - 22.05.2024 14:00","3.61","","","","3.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 14:00 - 22.05.2024 15:00","20.00","","","","20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 15:00 - 22.05.2024 16:00","20.11","","","","20.11","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 16:00 - 22.05.2024 17:00","4.29","","","","4.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 17:00 - 22.05.2024 18:00","13.66","","","","13.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 18:00 - 22.05.2024 19:00","56.69","","","","56.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 19:00 - 22.05.2024 20:00","64.43","","","","64.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 20:00 - 22.05.2024 21:00","64.46","","","","64.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 21:00 - 22.05.2024 22:00","68.03","","","","68.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 22:00 - 22.05.2024 23:00","536.09","","","","536.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.05.2024 23:00 - 23.05.2024 00:00","-1.50","","","","-1.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 00:00 - 23.05.2024 01:00","334.19","","","","334.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 01:00 - 23.05.2024 02:00","268.04","","","","268.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 02:00 - 23.05.2024 03:00","-3.88","","","","-3.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 03:00 - 23.05.2024 04:00","69.31","","","","69.31","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 04:00 - 23.05.2024 05:00","-3.35","","","","-3.35","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 05:00 - 23.05.2024 06:00","74.98","","","","74.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 06:00 - 23.05.2024 07:00","730.14","","","","730.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 07:00 - 23.05.2024 08:00","34.00","","","","34.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 08:00 - 23.05.2024 09:00","97.84","","","","97.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 09:00 - 23.05.2024 10:00","75.65","","","","75.65","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 10:00 - 23.05.2024 11:00","40.00","","","","40.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 11:00 - 23.05.2024 12:00","40.00","","","","40.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 12:00 - 23.05.2024 13:00","1.34","","","","1.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 13:00 - 23.05.2024 14:00","335.08","","","","335.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 14:00 - 23.05.2024 15:00","241.23","","","","241.23","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 15:00 - 23.05.2024 16:00","71.40","","","","71.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 16:00 - 23.05.2024 17:00","83.77","","","","83.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 17:00 - 23.05.2024 18:00","96.64","","","","96.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 18:00 - 23.05.2024 19:00","111.49","","","","111.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 19:00 - 23.05.2024 20:00","156.28","","","","156.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 20:00 - 23.05.2024 21:00","175.74","","","","175.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 21:00 - 23.05.2024 22:00","155.98","","","","155.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 22:00 - 23.05.2024 23:00","31.79","","","","31.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.05.2024 23:00 - 24.05.2024 00:00","35.71","","","","35.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 00:00 - 24.05.2024 01:00","34.96","","","","34.96","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 01:00 - 24.05.2024 02:00","79.01","","","","79.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 02:00 - 24.05.2024 03:00","30.50","","","","30.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 03:00 - 24.05.2024 04:00","31.19","","","","31.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 04:00 - 24.05.2024 05:00","91.80","","","","91.80","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 05:00 - 24.05.2024 06:00","103.23","","","","103.23","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 06:00 - 24.05.2024 07:00","123.84","","","","123.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 07:00 - 24.05.2024 08:00","122.07","","","","122.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.05.2024 08:00 - 24.05.2024 09:00","115.90","","","","115.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
